t, real_GRF, FOB_GRF, posRWr_ref, posRWr, posRWtheta_ref, posRWtheta, velRWr_ref, velRWr, velRWtheta_ref, velRWtheta, 
0.000000, 0.000000, 0.000000, 0.300000, 0.433013, 1.570796, 1.047197, -2078.847995, -20.220203, 2599.880821, 303.069672
0.001500, -58.098333, 19353.956068, 0.412393, 0.432405, 1.570796, 1.051351, 11.739826, -5.093947, 306.657891, 74.717254
0.003000, 68.023693, 9508.260655, 0.478854, 0.433131, 1.570796, 1.048050, -25.619627, -0.993974, 270.251279, 17.052692
0.004500, 51.282613, 7931.689830, 0.518805, 0.433427, 1.570796, 1.047593, -26.165685, -0.225992, 258.278217, 4.372896
0.006000, 42.180584, 6686.773739, 0.551282, 0.431860, 1.570796, 1.058629, -15.109226, -0.517976, 238.070860, 4.043458
0.007500, 37.891455, 5344.788223, 0.576090, 0.428774, 1.570796, 1.079612, -6.572618, -0.982451, 214.751225, 6.339975
0.009000, 36.868170, 4093.582822, 0.593493, 0.424399, 1.570796, 1.109263, 0.412364, -1.430387, 188.724842, 8.959343
0.010500, 38.022754, 2952.973657, 0.604235, 0.418899, 1.570796, 1.146535, 6.424272, -1.833868, 160.215551, 11.395527
0.012000, 40.905046, 1914.188345, 0.609040, 0.412395, 1.570796, 1.190584, 11.655258, -2.199004, 129.386330, 13.571568
0.013500, -121.451165, 969.870693, 0.608569, 0.405084, 1.570796, 1.240469, 15.601678, -2.491905, 97.545030, 15.397848
0.015000, 57.178755, 362.505641, 0.603919, 0.398643, 1.570796, 1.291411, 15.715597, -2.322682, 71.691033, 15.930238
0.016500, 32.505025, 83.955866, 0.597108, 0.393571, 1.570796, 1.341853, 14.769384, -1.925428, 47.969718, 15.797121
0.018000, 2.814127, 3.797830, 0.589624, 0.389756, 1.570796, 1.390185, 14.285550, -1.540595, 27.157208, 15.144425
0.019500, -48.397951, -48.150529, 0.582000, 0.386601, 1.570796, 1.435673, 13.968127, -1.296822, 7.644123, 14.270598
0.021000, 78.801160, -54.235253, 0.574401, 0.384115, 1.570796, 1.477360, 12.896273, -1.067018, -8.018318, 13.091234
0.022500, 82.909285, -36.216568, 0.567034, 0.382082, 1.570796, 1.515399, 11.530680, -0.875070, -21.364184, 11.844758
0.024000, -47.444239, 13.469967, 0.560052, 0.380400, 1.570796, 1.549880, 10.523059, -0.739081, -34.053663, 10.681610
0.025500, -50.921256, 75.587731, 0.553540, 0.379006, 1.570796, 1.580535, 9.682873, -0.640595, -45.045356, 9.528774
0.027000, 77.702010, 140.756551, 0.547509, 0.377907, 1.570796, 1.607222, 8.396546, -0.522513, -52.795843, 8.291065
0.028500, 103.275578, 194.133814, 0.541959, 0.376896, 1.570796, 1.630581, 7.344057, -0.457632, -59.480600, 7.176823
0.030000, -59.057590, 250.733950, 0.536839, 0.375959, 1.570796, 1.650923, 6.725088, -0.433137, -66.339769, 6.249616
0.031500, 47.016152, 308.656806, 0.532142, 0.375170, 1.570796, 1.667930, 5.990043, -0.390655, -70.823573, 5.288678
0.033000, 65.937777, 347.700776, 0.527816, 0.374445, 1.570796, 1.682046, 4.954628, -0.340442, -73.224493, 4.352789
